Name	Type	ADDR_MOD	Library	Length	Value	Attribute	Save	Access	MOD_BUS	EDU	Cold_start	Index	Ar_count	Ar_period	Ar_filter	Comment
Active_Gas2_OFF	B				false	Internal	FALSE	RW	0		0	2959				Только для вентиляторов упр. таймером
T_set	T				T#0ms	Internal	FALSE	RW	0		0	2960				Время работы вентилятора после снижения концентрации в норму
Active_AlarmPumps	B				FALSE	Internal	FALSE	RW	0		0	2961				Активировать флаг аварии
ST_DO_PUMP_ON	B				FALSE	Internal	FALSE	RW	0		0	2962				
Cur_connect_DF1	I				0	Internal	FALSE	RW	0		0	2963				счётчик для флага связи ПЧ1, ПЧ2
Cur_connect_DF2	I				0	Internal	FALSE	RW	0		0	2964				счётчик для флага связи ПЧ1, ПЧ2
cur_block	I				0	Internal	FALSE	RW	0		0	2965				
fbPID_V1	I				0	Internal	FALSE	RW	0		0	2966				Функциональный блок PID
P_kp_V1	R				0.0	Internal	FALSE	RW	0		0	2967				Константа пропорциональности
I_tn_V1	R				0.0	Internal	FALSE	RW	0		0	2968				Постоянная интегрирования
D_tv_V1	R				0.0	Internal	FALSE	RW	0		0	2969				Постоянная дифференцирования
fbPID_V2	I				0	Internal	FALSE	RW	0		0	2970				Функциональный блок PID
P_kp_V2	R				0.0	Internal	FALSE	RW	0		0	2971				Константа пропорциональности
I_tn_V2	R				0.0	Internal	FALSE	RW	0		0	2972				Постоянная интегрирования
D_tv_V2	R				0.0	Internal	FALSE	RW	0		0	2973				Постоянная дифференцирования
read	I				0	Internal	FALSE	RW	0		0	2974				
write_settingAi_to_HMI	I				1	Internal	FALSE	RW	0		0	2975				
read_settingAi_from_HMI	I				2	Internal	FALSE	RW	0		0	2976				
_NC	B				FALSE	Internal	FALSE	RW	0		0	2977				не используется
_ON	I				1	Internal	FALSE	RW	0		0	2978				включить
bON	B				1	Internal	FALSE	RW	0		0	2979				включить
_OFF	I				2	Internal	FALSE	RW	0		0	2980				выключить
bOFF	B				0	Internal	FALSE	RW	0		0	2981				выключить
_RESET	I				3	Internal	FALSE	RW	0		0	2982				сброс аварии
AI_ST_HH	I				2	Internal	FALSE	RW	0		0	2983				Верхний аварийный
AI_ST_LL	I				6	Internal	FALSE	RW	0		0	2984				Нижний аварийный
V1_ErOPENES	I				0	Internal	FALSE	RW	0		0	2985				"Задвижка  1 не открывается"""
V1_ErCLOSES	I				1	Internal	FALSE	RW	0		0	2986				Задвижка  1 не закрывается
V2_ErOPENES	I				2	Internal	FALSE	RW	0		0	2987				Задвижка  2 не открывается
V2_ErCLOSES	I				3	Internal	FALSE	RW	0		0	2988				Задвижка  2 не закрывается
OPEN	I				1	Internal	FALSE	RW	0		0	2989				
CLOSE	I				2	Internal	FALSE	RW	0		0	2990				
RES_Fault	I				3	Internal	FALSE	RW	0		0	2991				
STOP	I				4	Internal	FALSE	RW	0		0	2992				
POS_RUN	I				5	Internal	FALSE	RW	0		0	2993				команда на переход задвижки на указанную позицию
Valve1	I				1	Internal	FALSE	RW	0		0	2994				
Valve2	I				2	Internal	FALSE	RW	0		0	2995				
Copy_Pump1_repair	I				0	Internal	FALSE	RW	0		0	2996				
Copy_Pump2_repair	I				0	Internal	FALSE	RW	0		0	2997				
Copy_Pump3_repair	I				0	Internal	FALSE	RW	0		0	2998				
Copy_PUMP1_LOC	I				0	Internal	FALSE	RW	0		0	2999				
Copy_PUMP2_LOC	I				0	Internal	FALSE	RW	0		0	3000				
Copy_PUMP3_LOC	I				0	Internal	FALSE	RW	0		0	3001				
TM_COMMAND_STATE	I				0	Internal	FALSE	RW	0		0	3002				Команды от ТМ, состояние, для журнала событий панели
TM_copy_val	I				0	Internal	FALSE	RW	0		0	3003				буферный массив утавок, где сравниваем значение с HMI и ТМ, нет ли изменений.
TM_ID_channel	I				0	Internal	FALSE	RW	0		0	3004				это id канала, соответствует порядковому номеру в HMI
channel	I				0	Internal	FALSE	RW	0		0	3005				это id канала, соответствует порядковому номеру в HMI
TM_ch_change	I				0	Internal	FALSE	RW	0		0	3006				Физический номер канала плк в ТМ
TM_masking	I				0	Internal	FALSE	RW	0		0	3007				TM. Маскирование аналоговых каналов.Активация
TM_HH	R				0.0	Internal	FALSE	RW	0		0	3008				Значение с тм
TM_H	R				0.0	Internal	FALSE	RW	0		0	3009				Значение с тм
TM_L	R				0.0	Internal	FALSE	RW	0		0	3010				Значение с тм
TM_LL	R				0.0	Internal	FALSE	RW	0		0	3011				Значение с тм
TM_masking_value	R				0.0	Internal	FALSE	RW	0		0	3012				Значение стм
TM_MH_B_m_P1	R				0	Internal	FALSE	RW	0		0	3013				Моточасы, минуты от ввода в эксплуатацию
TM_MH_AftRep_m_P1	R				0	Internal	FALSE	RW	0		0	3014				Моточасы, минуты после последнего ремонта
TM_MH_LastSt_m_P1	R				0	Internal	FALSE	RW	0		0	3015				Моточасы, минуты после последнего пуска
TM_MH_B_m_P2	R				0	Internal	FALSE	RW	0		0	3016				Моточасы, минуты от ввода в эксплуатацию
TM_MH_AftRep_m_P2	R				0	Internal	FALSE	RW	0		0	3017				Моточасы, минуты после последнего ремонта
TM_MH_LastSt_m_P2	R				0	Internal	FALSE	RW	0		0	3018				Моточасы, минуты после последнего пуска
Tm_Pumps_repair	I				0	Internal	FALSE	RW	0		0	3019				Регистр сост. техн. режим насосов для тм (ремонт/активен)
TM_status_blocks_p1	I				0	Internal	FALSE	RW	0		0	3020				Регистры кода аварий(блокировок) насоса1 для тм
TM_status_blocks_p2	I				0	Internal	FALSE	RW	0		0	3021				Регистры кода аварий(блокировок) насоса2 для тм
TM_block_ARR_copy_val	B				0	Internal	FALSE	RW	0		0	3022				буферный массив блокировок, где сравниваем значение с HMI и ТМ, нет ли изменений.
TM_block_ARR	B				0	Internal	FALSE	RW	0		0	3023				управление вкл./откл. блокировок насосов
TM_Status_Fault_Valves	I				0	Internal	FALSE	RW	0		0	3024				Авар. сигналы задвижек эл.моториз-ных, общее слово
TM_copy_FC	B				0	Internal	FALSE	RW	0		0	3025				буферный массив частотников
TM_FC1_SetFreq	R				0.0	Internal	FALSE	RW	0		0	3026				ПЧ1_Управление частотой
TM_FC2_SetFreq	R				0.0	Internal	FALSE	RW	0		0	3027				ПЧ2_Управление частотой
TM_Valves_ARR_copy_set	B				0	Internal	FALSE	RW	0		0	3028				буферный массив уставок эл.кранов
